,state_code,county_code,site_num,parameter_code,poc,latitude,longitude,datum,parameter_name,sample_duration,pollutant_standard,metric_used,method_name,year,units_of_measure,event_type,observation_count,observation_percent,completeness_indicator,valid_day_count,required_day_count,exceptional_data_count,null_data_count,primary_exceedance_count,secondary_exceedance_count,certification_indicator,num_obs_below_mdl,arithmetic_mean,arithmetic_standard_dev,first_max_value,first_max_datetime,second_max_value,second_max_datetime,third_max_value,third_max_datetime,fourth_max_value,fourth_max_datetime,first_max_non_overlapping_value,first_no_max_datetime,second_max_non_overlapping_value,second_no_max_datetime,ninety_nine_percentile,ninety_eight_percentile,ninety_five_percentile,ninety_percentile,seventy_five_percentile,fifty_percentile,ten_percentile,local_site_name,address,state_name,county_name,city_name,cbsa_name,date_of_last_change
978117,27,123,50,42101,1,44.9558,-93.14585,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1993,Parts per million,No Events,8748,100,Y,364,365,0,0,0.0,0.0,Certified,0,1.610494,0.824998,8.6,03-03-1993 01:00,8.4,03-03-1993 00:00,7.9,02-03-1993 23:00,7.9,03-03-1993 02:00,8.6,03-03-1993 01:00,6.5,04-04-1993 06:00,4.0,3.6,3.2,2.7,2.1,1.4,0.7,Lexington Ave.,1088 WEST UNIVERSITY AVE.,Minnesota,Ramsey,St. Paul,Minneapolis-St. Paul-Bloomington MN-WI,21-04-2016
979011,27,37,423,42101,1,44.77553,-93.06299,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2012,Parts per million,No Events,8733,99,Y,364,366,0,0,0.0,0.0,Certified,0,0.034822,0.088687,1.1,24-10-2012 09:00,1.1,24-10-2012 10:00,1.0,24-10-2012 03:00,1.0,24-10-2012 04:00,1.1,24-10-2012 09:00,1.0,24-10-2012 11:00,0.4,0.3,0.2,0.1,0.0,0.0,0.0,FHR 423,2142 120TH STREET EAST,Minnesota,Dakota,Inver Grove Heights (RR name Inver Grove),Minneapolis-St. Paul-Bloomington MN-WI,09-04-2016
982045,20,209,21,42101,1,39.117219,-94.635605,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2009,Parts per million,No Events,8177,93,Y,341,365,0,0,0.0,0.0,Certification not required,0,0.298166,0.220592,1.6,21-11-2009 02:00,1.6,21-11-2009 03:00,1.6,11-12-2009 22:00,1.6,11-12-2009 23:00,1.6,21-11-2009 02:00,1.6,11-12-2009 22:00,1.0,0.9,0.7,0.6,0.4,0.3,0.1,JFK,1210 N. 10TH ST.JFK RECREATION CENTER,Kansas,Wyandotte,Kansas City,Kansas City MO-KS,11-04-2016
984318,12,31,80,42101,1,30.309119,-81.652341,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1998,Parts per million,Events Excluded,7720,94,Y,335,365,0,0,0.0,0.0,Certified,0,0.410933,0.260227,2.4,20-12-1998 06:00,2.4,20-12-1998 07:00,2.4,20-12-1998 08:00,2.4,20-12-1998 09:00,2.4,20-12-1998 06:00,2.2,12-01-1998 08:00,1.3,1.1,0.8,0.7,0.5,0.4,0.0,Southside Playground,1605 MINERVA Ave JACKSONVILLE FL. 32207,Florida,Duval,Jacksonville,Jacksonville FL,15-04-2016
985035,42,11,100,42101,1,40.335278,-75.922778,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1997,Parts per million,No Events,7992,91,Y,332,365,0,0,0.0,0.0,Certified,0,0.524424,0.404324,3.4,03-01-1997 10:00,3.4,03-01-1997 11:00,3.4,03-01-1997 12:00,3.3,03-01-1997 09:00,3.4,03-01-1997 10:00,3.0,04-01-1997 00:00,2.0,1.6,1.2,1.0,0.7,0.5,0.1,A420110100LAT/LON POINT IS AT CORNER OF TRAILER,700 BLOCK OF PENN STREET NEAR EIGHTH ST,Pennsylvania,Berks,Reading,Reading PA,16-04-2016
986239,6,73,1002,42101,1,33.127711,-117.075325,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2002,Parts per million,No Events,8730,100,Y,364,365,0,0,0.0,0.0,Certified,0,0.995178,0.61548,3.9,21-01-2002 09:00,3.8,21-01-2002 08:00,3.8,21-01-2002 10:00,3.8,05-02-2002 10:00,3.9,21-01-2002 09:00,3.8,05-02-2002 10:00,3.1,2.8,2.4,1.9,1.2,0.8,0.4,Escondido,600 E. VALLEY PKWY. ESCONDIDO,California,San Diego,Escondido,San Diego-Carlsbad CA,18-04-2016
987047,17,31,3103,42101,1,41.965193,-87.876265,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1998,Parts per million,No Events,8308,95,Y,344,365,0,0,0.0,0.0,Certified,0,0.774049,0.35151,3.6,11-10-1998 05:00,3.6,11-10-1998 06:00,3.5,11-10-1998 04:00,3.4,11-10-1998 03:00,3.6,11-10-1998 05:00,2.7,11-10-1998 00:00,2.0,1.8,1.4,1.2,0.9,0.7,0.4,IEPA TRAILER,4743 MANNHEIM RD.,Illinois,Cook,Schiller Park,Chicago-Naperville-Elgin IL-IN-WI,15-04-2016
996256,18,97,78,42101,1,39.811097,-86.114469,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2010,Parts per million,No Events,4168,48,Y,173,365,0,0,0.0,0.0,Certification not required,0,0.350504,0.194956,1.5,20-02-2010 01:00,1.5,20-02-2010 02:00,1.4,13-01-2010 01:00,1.4,13-01-2010 02:00,1.5,20-02-2010 01:00,1.4,13-01-2010 01:00,1.2,1.0,0.7,0.6,0.4,0.3,0.2,Indpls- Washington Park/  in parking lot next to police station,3120 E. 30TH ST. WASHINGTON PARK,Indiana,Marion,Indianapolis (Remainder),Indianapolis-Carmel-Anderson IN,10-04-2016
996752,8,41,6004,42101,1,38.921382,-104.813032,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1994,Parts per million,No Events,8727,100,Y,363,365,0,0,0.0,0.0,Certification not required,0,0.540736,0.351133,2.3,06-12-1994 00:00,2.3,06-12-1994 01:00,2.2,06-12-1994 02:00,2.2,06-12-1994 23:00,2.3,06-12-1994 00:00,2.2,06-12-1994 23:00,1.6,1.4,1.2,1.0,0.7,0.5,0.1,OPEN FIELD NEAR RESIDENTIAL AREA AT 6000 PULPIT ROCK DRIVE.,6000 PULPIT ROCK DRIVE.,Colorado,El Paso,Colorado Springs,Colorado Springs CO,20-04-2016
1008264,6,25,1003,42101,1,32.79222,-115.56306,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2002,Parts per million,No Events,8648,99,Y,357,365,0,0,0.0,0.0,Certification not required,0,0.354741,0.325456,2.9,03-02-2002 00:00,2.9,03-02-2002 01:00,2.8,03-02-2002 02:00,2.8,03-12-2002 07:00,2.9,03-02-2002 00:00,2.8,03-12-2002 07:00,1.5,1.3,0.9,0.7,0.5,0.3,0.0,El Centro-9th Street,150 9TH ST. EL CENTRO,California,Imperial,El Centro,El Centro CA,21-04-2016
1012263,17,163,10,42101,1,38.612034,-90.160477,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2002,Parts per million,No Events,8597,98,Y,356,365,0,0,0.0,0.0,Certified,0,0.466046,0.273729,2.8,11-12-2002 05:00,2.8,11-12-2002 06:00,2.7,11-12-2002 04:00,2.6,24-11-2002 07:00,2.8,11-12-2002 05:00,2.6,24-11-2002 07:00,1.7,1.4,0.9,0.7,0.5,0.4,0.2,IEPA-RAPS TRAILER,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis,St. Louis MO-IL,21-04-2016
1013622,17,31,4002,42101,1,41.855243,-87.75247,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1992,Parts per million,No Events,8534,97,Y,355,366,0,0,0.0,0.0,Certified,0,0.538458,0.477726,5.0,03-02-1992 09:00,4.9,03-02-1992 10:00,4.8,03-02-1992 11:00,4.7,03-02-1992 08:00,5.0,03-02-1992 09:00,4.0,27-10-1992 09:00,2.4,1.9,1.4,1.1,0.7,0.4,0.1,COOK COUNTY TRAILER,1820 S. 51ST AVE.,Illinois,Cook,Cicero,Chicago-Naperville-Elgin IL-IN-WI,21-04-2016
1013633,18,141,1008,42101,1,41.693659,-86.236673,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1992,Parts per million,No Events,1896,22,Y,79,366,0,0,0.0,0.0,Certified,0,0.520042,0.331717,3.3,03-02-1992 11:00,3.2,03-02-1992 10:00,3.2,03-02-1992 12:00,3.1,03-02-1992 13:00,3.3,03-02-1992 11:00,2.5,22-01-1992 00:00,1.8,1.5,1.1,0.9,0.6,0.4,0.3,SOUTH BEND CAAP,1000 E. ANGELA/ CHILDRENS HOSPITAL GROUNDS,Indiana,St. Joseph,South Bend,South Bend-Mishawaka IN-MI,21-04-2016
1034909,6,67,6,42101,1,38.613779,-121.368014,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1996,Parts per million,No Events,8628,98,Y,352,366,0,0,0.0,0.0,Certification not required,0,0.610014,0.651431,6.0,09-11-1996 01:00,5.9,09-11-1996 02:00,5.9,09-11-1996 03:00,5.8,09-11-1996 00:00,6.0,09-11-1996 01:00,5.0,13-11-1996 01:00,3.5,2.8,1.9,1.3,0.7,0.4,0.2,Sacramento-Del Paso Manor,DEL PASO-2701 AVALON DR SACRAMENTO,California,Sacramento,Arden-Arcade,Sacramento--Roseville--Arden-Arcade CA,25-04-2016
1035324,36,47,71,42101,1,40.695783,-73.983683,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1995,Parts per million,No Events,7072,81,Y,291,365,0,0,2.0,2.0,Certified,0,1.948176,0.942009,9.8,28-02-1995 14:00,9.7,28-02-1995 15:00,9.3,28-02-1995 13:00,8.8,28-02-1995 16:00,9.8,28-02-1995 14:00,7.9,12-01-1995 23:00,4.9,4.5,3.7,3.1,2.4,1.7,1.0,BROOKLYN TRANSIT,MTA 302 GOLD STREET NEAR FLATBUSH AVE,New York,Kings,New York,New York-Newark-Jersey City NY-NJ-PA,27-04-2016
1042644,21,111,75,42101,1,38.1936,-85.7119,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2015,Parts per million,No Events,7117,81,Y,285,365,0,0,0.0,0.0,Certified,0,0.338106,0.130154,1.6,20-01-2015 08:00,1.6,20-01-2015 09:00,1.6,20-01-2015 10:00,1.5,20-01-2015 04:00,1.6,20-01-2015 08:00,1.4,20-01-2015 11:00,0.7,0.7,0.6,0.5,0.4,0.3,0.2,Durrett Lane (Near Road),1517 Durrett Lane,Kentucky,Jefferson,Louisville,Louisville/Jefferson County KY-IN,30-03-2016
1046643,6,25,1003,42101,1,32.79222,-115.56306,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2003,Parts per million,No Events,5622,64,Y,254,365,0,0,0.0,0.0,Certification not required,0,0.138652,0.244451,2.6,20-02-2003 11:00,2.6,20-02-2003 12:00,2.4,28-01-2003 08:00,2.2,28-01-2003 07:00,2.6,20-02-2003 11:00,2.4,28-01-2003 08:00,1.0,0.9,0.6,0.4,0.2,0.0,0.0,El Centro-9th Street,150 9TH ST. EL CENTRO,California,Imperial,El Centro,El Centro CA,20-04-2016
1047582,39,35,48,42101,1,41.49984,-81.68656,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1991,Parts per million,No Events,8319,95,Y,344,365,0,0,0.0,0.0,Certification not required,0,1.43974,0.834701,5.8,08-09-1991 05:00,5.8,08-09-1991 06:00,5.7,16-07-1991 08:00,5.6,16-07-1991 07:00,5.8,08-09-1991 05:00,5.7,16-07-1991 08:00,3.9,3.5,3.0,2.6,1.9,1.3,0.5,TRANS OHIO BLDG.,2026 EAST 9TH ST.,Ohio,Cuyahoga,Cleveland,Cleveland-Elyria OH,28-04-2016
